ID,data_field,Data Set,data_structure,Data Type,Length
6146,IND_FRM_PH,SCI_ALUK 2015-09-21,SI_ALUK_PEDT003,,0
13876,INDEX_CODE,SCI_STML 2015-09-16,SI_STML_CURRENCIES,,0
13272,INDIVIDUAL_ID,SCI_OSVC 2015-09-16,SI_OSVC_ORGANISATION,,0
13384,INDIVIDUAL_ID,SCI_OSVC 2015-09-16,SI_OSVC_PRODUCT_ROLE,,0
13407,INDIVIDUAL_ID,SCI_OSVC 2015-09-16,SI_OSVC_TOSIN001,,0
13391,INDIVIDUAL_ID,SCI_OSVC 2015-09-16,SI_OSVC_TOSER001,,0
13335,INDIVIDUAL_ID,SCI_OSVC 2015-09-16,SI_OSVC_PERSON,,0
13408,INDIVIDUAL_IND_CDE,SCI_OSVC 2015-09-16,SI_OSVC_TOSIN001,,0
13273,INDSTY_SECTOR_CDE,SCI_OSVC 2015-09-16,SI_OSVC_ORGANISATION,,0
13195,Industry,SCI_MANU 2016-04-11,SI_MANU_EXPER_TOP_TRNOVR,,0
10759,INDV_TITLE,SCI_CLML 2015-03-18,SI_CLML_INDIVIDUALS,,0
19522,INDV_TITLE,SCI_TRML 2015-07-10 V3,SI_CLML_INDIVIDUALS,,0
18113,Inflow Outflow Code,CAL170830 Logical Name,Inflow Outflow Refdimension,VARCHAR,50
21131,Inflow Outflow Code,Access Layer,Inflow Outflow Refdimension,VARCHAR,50
18115,Inflow Outflow Description,CAL170830 Logical Name,Inflow Outflow Refdimension,VARCHAR,250
21132,Inflow Outflow Description,Access Layer,Inflow Outflow Refdimension,VARCHAR,250
17832,Inflow Outflow Identifier,CAL170830 Logical Name,Operational Cash Flow Dimension,INTEGER,0
17406,Inflow Outflow Identifier,CAL170830 Logical Name,Transaction Dimension,INTEGER,0
18112,Inflow Outflow Identifier,CAL170830 Logical Name,Inflow Outflow Refdimension,INTEGER,0
23045,Inflow Outflow Identifier,Access Layer,Transaction Dimension,INTEGER,0
21133,Inflow Outflow Identifier,Access Layer,Inflow Outflow Refdimension,INTEGER,0
21842,Inflow Outflow Identifier,Access Layer,Operational Cash Flow Dimension,INTEGER,0
18114,Inflow Outflow Label,CAL170830 Logical Name,Inflow Outflow Refdimension,VARCHAR,100
21134,Inflow Outflow Label,Access Layer,Inflow Outflow Refdimension,VARCHAR,100
13607,INFO_OBJECT,SCI_SAPB 2015-03-18,SI_SAPB_ZBCS_SAP_HIER,,0
15169,INIT_ACNT_BAL_AMT,IDL20170908,AGMT,DECIMAL,23
27716,INIT_ACNT_BAL_AMT,IDL20180116,AGMT,DECIMAL,23
16046,INIT_CHNL_ID,IDL20170908,FIN_AGMT_EV,INTEGER,0
28591,INIT_CHNL_ID,IDL20180116,FIN_AGMT_EV,INTEGER,0
17769,Initial Account Balance Amount,CAL170830 Logical Name,Account General Dimension,DECIMAL,23
22379,Initial Account Balance Amount,Access Layer,TDS Cash Flow Latest Day,DECIMAL,23
22747,Initial Account Balance Amount,Access Layer,TDS LCR Latest Day,DECIMAL,23
19750,Initial Account Balance Amount,Access Layer,Account General Dimension,DECIMAL,23
17739,Initial Credit Interest Rate,CAL170830 Logical Name,Account General Dimension,DECIMAL,27
22380,Initial Credit Interest Rate,Access Layer,TDS Cash Flow Latest Day,DECIMAL,27
22748,Initial Credit Interest Rate,Access Layer,TDS LCR Latest Day,DECIMAL,27
19751,Initial Credit Interest Rate,Access Layer,Account General Dimension,DECIMAL,27
17738,Initial Debit Interest Rate,CAL170830 Logical Name,Account General Dimension,DECIMAL,27
22749,Initial Debit Interest Rate,Access Layer,TDS LCR Latest Day,DECIMAL,27
19752,Initial Debit Interest Rate,Access Layer,Account General Dimension,DECIMAL,27
22381,Initial Debit Interest Rate,Access Layer,TDS Cash Flow Latest Day,DECIMAL,27
18154,Initiator Type Code,CAL170830 Logical Name,Initiator Type Refdimension,VARCHAR,50
21145,Initiator Type Code,Access Layer,Initiator Type Refdimension,VARCHAR,50
18156,Initiator Type Description,CAL170830 Logical Name,Initiator Type Refdimension,VARCHAR,250
21146,Initiator Type Description,Access Layer,Initiator Type Refdimension,VARCHAR,250
18155,Initiator Type Identifier,CAL170830 Logical Name,Initiator Type Refdimension,INTEGER,0
17407,Initiator Type Identifier,CAL170830 Logical Name,Transaction Dimension,INTEGER,0
21147,Initiator Type Identifier,Access Layer,Initiator Type Refdimension,INTEGER,0
23046,Initiator Type Identifier,Access Layer,Transaction Dimension,INTEGER,0
18157,Initiator Type Label,CAL170830 Logical Name,Initiator Type Refdimension,VARCHAR,100
21148,Initiator Type Label,Access Layer,Initiator Type Refdimension,VARCHAR,100
16498,INITR_TYP_ID,IDL20170908,OPRT_CSH_FLW_EV,INTEGER,0
16045,INITR_TYP_ID,IDL20170908,FIN_AGMT_EV,INTEGER,0
28592,INITR_TYP_ID,IDL20180116,FIN_AGMT_EV,INTEGER,0
29044,INITR_TYP_ID,IDL20180116,OPRT_CSH_FLW_EV,INTEGER,0
15027,INPUT_DATE,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
13910,INPUT_USER,SCI_STML 2015-09-16,SI_STML_LIVE_RATES,,0
9182,INST_AC_TYP,SCI_BKKG 2015-07-10 V2,SI_BKKG_INSTRUCTIONS_ACCOUNT,,0
9148,INST_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_INS_BLOCKS,,0
9158,INST_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_INS_INSTRUCTION,,0
9171,INST_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_INS_SWEEPS,,0
9183,INST_ID,SCI_BKKG 2015-07-10 V2,SI_BKKG_INSTRUCTIONS_ACCOUNT,,0
9159,INST_TYPE,SCI_BKKG 2015-07-10 V2,SI_BKKG_INS_INSTRUCTION,,0
9184,INST_TYPE,SCI_BKKG 2015-07-10 V2,SI_BKKG_INSTRUCTIONS_ACCOUNT,,0
14846,INST_UNDERLYING_OPTION,SCI_TRML 2015-07-10 V3,SI_TRML_FUTURE_TYPES,,0
14933,INSTITUTIONAL_SECTOR,SCI_TRML 2015-07-10 V3,SI_TRML_NOMINAL_CLASS,,0
19575,INSTITUTIONAL_SECTOR,SCI_TRML 2015-07-10 V3,SI_CLML_SECTORAL_MAPPINGS,,0
10847,INSTITUTIONAL_SECTOR,SCI_CLML 2015-03-18,SI_CLML_SECTORAL_MAPPINGS,,0
10650,INSTITUTIONAL_SECTOR,SCI_CLML 2015-03-18,SI_CLML_CUSTOMER_CLASS,,0
19445,INSTITUTIONAL_SECTOR,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMER_CLASS,,0
14839,INSTRUMENT_TYPE,SCI_TRML 2015-07-10 V3,SI_TRML_FUTURE_INSTRUMENTS,,0
15028,INSTRUMENT_TYPE,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
4195,INT_CONTRACT,SCI_ALNI 2015-09-21,SI_ALNI_TCDT071,,0
5414,INT_CONTRACT,SCI_ALPO 2015-09-21,SI_ALPO_TCDT071,,0
17091,INT_RATE,IDL20170908,RATE,DECIMAL,27
29620,INT_RATE,IDL20180116,RATE,DECIMAL,27
17775,Interbank Indicator,CAL170830 Logical Name,Account General Dimension,CHAR,3
22750,Interbank Indicator,Access Layer,TDS LCR Latest Day,CHAR,3
22953,Interbank Indicator,Access Layer,TDS NSFR Rolling 65 Day,CHAR,3
23180,Interbank Indicator,Access Layer,TRP NSFR Overview Rolling 13 Month,CHAR,3
22668,Interbank Indicator,Access Layer,TDS Deposits Rolling 65 Day,CHAR,3
22819,Interbank Indicator,Access Layer,TDS LCR Rolling 65 Day,CHAR,3
19753,Interbank Indicator,Access Layer,Account General Dimension,CHAR,3
22382,Interbank Indicator,Access Layer,TDS Cash Flow Latest Day,CHAR,3
22445,Interbank Indicator,Access Layer,TDS Cash Flow Rolling 65 Day,CHAR,3
22546,Interbank Indicator,Access Layer,TDS Deposits Latest Day,CHAR,3
22894,Interbank Indicator,Access Layer,TDS NSFR Latest Day,CHAR,3
22996,Interbank Indicator,Access Layer,TDS Treasury Balance Rolling 3 Year,CHAR,3
23073,Interbank Indicator,Access Layer,TRP LCR Overview Rolling 13 Month,CHAR,3
17323,Intercompany Company Code Unit Identifier,CAL170830 Logical Name,Customer Dimension,INTEGER,0
17745,Intercompany Company Code Unit Identifier,CAL170830 Logical Name,Account General Dimension,INTEGER,0
20746,Intercompany Company Code Unit Identifier,Access Layer,Customer Dimension,INTEGER,0
21276,Intercompany Company Code Unit Identifier,Access Layer,LCR Report Daily Fact,INTEGER,0
21696,Intercompany Company Code Unit Identifier,Access Layer,NSFR BIS Daily Fact,INTEGER,0
22669,Intercompany Company Code Unit Identifier,Access Layer,TDS Deposits Rolling 65 Day,INTEGER,0
22751,Intercompany Company Code Unit Identifier,Access Layer,TDS LCR Latest Day,INTEGER,0
22954,Intercompany Company Code Unit Identifier,Access Layer,TDS NSFR Rolling 65 Day,INTEGER,0
22820,Intercompany Company Code Unit Identifier,Access Layer,TDS LCR Rolling 65 Day,INTEGER,0
19754,Intercompany Company Code Unit Identifier,Access Layer,Account General Dimension,INTEGER,0
21723,Intercompany Company Code Unit Identifier,Access Layer,NSFR EBA Daily Fact,INTEGER,0
22383,Intercompany Company Code Unit Identifier,Access Layer,TDS Cash Flow Latest Day,INTEGER,0
22446,Intercompany Company Code Unit Identifier,Access Layer,TDS Cash Flow Rolling 65 Day,INTEGER,0
22547,Intercompany Company Code Unit Identifier,Access Layer,TDS Deposits Latest Day,INTEGER,0
22895,Intercompany Company Code Unit Identifier,Access Layer,TDS NSFR Latest Day,INTEGER,0
23074,Intercompany Company Code Unit Identifier,Access Layer,TRP LCR Overview Rolling 13 Month,INTEGER,0
23181,Intercompany Company Code Unit Identifier,Access Layer,TRP NSFR Overview Rolling 13 Month,INTEGER,0
23140,Intercompany Company Code Unit Identifier,Access Layer,TRP Liquidity Deposits Rolling 13 Month,INTEGER,0
17304,Intercompany Indicator,CAL170830 Logical Name,Customer Dimension,CHAR,3
17772,Intercompany Indicator,CAL170830 Logical Name,Account General Dimension,CHAR,3
20747,Intercompany Indicator,Access Layer,Customer Dimension,CHAR,3
21277,Intercompany Indicator,Access Layer,LCR Report Daily Fact,CHAR,3
21697,Intercompany Indicator,Access Layer,NSFR BIS Daily Fact,CHAR,3
22670,Intercompany Indicator,Access Layer,TDS Deposits Rolling 65 Day,CHAR,3
22752,Intercompany Indicator,Access Layer,TDS LCR Latest Day,CHAR,3
22821,Intercompany Indicator,Access Layer,TDS LCR Rolling 65 Day,CHAR,3
22955,Intercompany Indicator,Access Layer,TDS NSFR Rolling 65 Day,CHAR,3
22997,Intercompany Indicator,Access Layer,TDS Treasury Balance Rolling 3 Year,CHAR,3
19755,Intercompany Indicator,Access Layer,Account General Dimension,CHAR,3
21724,Intercompany Indicator,Access Layer,NSFR EBA Daily Fact,CHAR,3
22384,Intercompany Indicator,Access Layer,TDS Cash Flow Latest Day,CHAR,3
22447,Intercompany Indicator,Access Layer,TDS Cash Flow Rolling 65 Day,CHAR,3
22548,Intercompany Indicator,Access Layer,TDS Deposits Latest Day,CHAR,3
22896,Intercompany Indicator,Access Layer,TDS NSFR Latest Day,CHAR,3
23075,Intercompany Indicator,Access Layer,TRP LCR Overview Rolling 13 Month,CHAR,3
23182,Intercompany Indicator,Access Layer,TRP NSFR Overview Rolling 13 Month,CHAR,3
23141,Intercompany Indicator,Access Layer,TRP Liquidity Deposits Rolling 13 Month,CHAR,3
17782,Interest Rate Type Code,CAL170830 Logical Name,Interest Rate Type Refdimension,VARCHAR,50
21159,Interest Rate Type Code,Access Layer,Interest Rate Type Refdimension,VARCHAR,50
17781,Interest Rate Type Description,CAL170830 Logical Name,Interest Rate Type Refdimension,VARCHAR,250
21160,Interest Rate Type Description,Access Layer,Interest Rate Type Refdimension,VARCHAR,250
17779,Interest Rate Type Identifier,CAL170830 Logical Name,Interest Rate Type Refdimension,INTEGER,0
22998,Interest Rate Type Identifier,Access Layer,TDS Treasury Balance Rolling 3 Year,INTEGER,0
21161,Interest Rate Type Identifier,Access Layer,Interest Rate Type Refdimension,INTEGER,0
17780,Interest Rate Type Label,CAL170830 Logical Name,Interest Rate Type Refdimension,VARCHAR,100
21162,Interest Rate Type Label,Access Layer,Interest Rate Type Refdimension,VARCHAR,100
14955,INTEREST_ACCRUAL_BASIS,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14879,INTEREST_ACCRUAL_BASIS,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14956,INTEREST_ACCRUAL_COUP_EFF_DATE,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14880,INTEREST_ACCRUAL_COUP_EFF_DATE,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14791,INTEREST_ACCRUED,SCI_TRML 2015-07-10 V3,SI_TRML_DAILY_INTEREST,,0
14957,INTEREST_ACCRUED,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14958,INTEREST_BASIS,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14881,INTEREST_BASIS,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14853,INTEREST_BASIS,SCI_TRML 2015-07-10 V3,SI_TRML_FUTURES,,0
13877,INTEREST_CALC_TYPE,SCI_STML 2015-09-16,SI_STML_CURRENCIES,,0
14959,INTEREST_COMP_FREQ,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14882,INTEREST_COMP_FREQ,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14960,INTEREST_COMP_TYPE,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14883,INTEREST_COMP_TYPE,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
13878,INTEREST_DAYS,SCI_STML 2015-09-16,SI_STML_CURRENCIES,,0
14792,INTEREST_EARNED,SCI_TRML 2015-07-10 V3,SI_TRML_DAILY_INTEREST,,0
14961,INTEREST_EARNED,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14962,INTEREST_EARNED_HOME,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14884,INTEREST_FREQ,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14963,INTEREST_MARGIN,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
13431,INTEREST_OS_NEG,SCI_PBDW 2015-09-10,SI_PBDW_BI_POSITIONS,,0
13432,INTEREST_OS_POS,SCI_PBDW 2015-09-10,SI_PBDW_BI_POSITIONS,,0
14793,INTEREST_RATE,SCI_TRML 2015-07-10 V3,SI_TRML_DAILY_INTEREST,,0
14964,INTEREST_RATE,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14885,INTEREST_RATE,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14965,INTEREST_RATE_INDEX,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14886,INTEREST_RATE_INDEX,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14966,INTEREST_SPREAD,SCI_TRML 2015-07-10 V3,SI_TRML_TRADE_COMPONENTS,,0
14887,INTEREST_SPREAD,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
11133,INTEREST_TYPE_ID,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_ACCOUNT,,0
11178,INTEREST_TYPE_ID,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_INTEREST,,0
17672,Interim Result Weighted Average Gross Customer Pay Rate Amount,CAL170830 Logical Name,Account Liquidity Deposit Daily Fact,DECIMAL,23
19893,Interim Result Weighted Average Gross Customer Pay Rate Amount,Access Layer,Account Liquidity Deposit Daily Fact,DECIMAL,23
23142,Interim Result Weighted Average Gross Customer Pay Rate Amount CCY,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
22549,Interim Result Weighted Average Gross Customer Pay Rate Amount GRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
23143,Interim Result Weighted Average Gross Customer Pay Rate Amount GRC EUR,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
22550,Interim Result Weighted Average Gross Customer Pay Rate Amount LRC EUR,Access Layer,TDS Deposits Latest Day,DECIMAL,23
23144,Interim Result Weighted Average Gross Customer Pay Rate Amount LRC EUR,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
22551,Interim Result Weighted Average Gross Customer Pay Rate Amount LRC GBP,Access Layer,TDS Deposits Latest Day,DECIMAL,23
23145,Interim Result Weighted Average Gross Customer Pay Rate Amount LRC GBP,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
22552,Interim Result Weighted Average Gross Customer Pay Rate Amount LRC USD,Access Layer,TDS Deposits Latest Day,DECIMAL,23
23146,Interim Result Weighted Average Gross Customer Pay Rate Amount LRC USD,Access Layer,TRP Liquidity Deposits Rolling 13 Month,DECIMAL,23
15029,INTERNAL_DEAL_FLAG,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
10703,INTERNAL_FLAG,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
19490,INTERNAL_FLAG,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
18813,Internet Only Indicator,CAL170830 Logical Name,Product Dimension,CHAR,3
22999,Internet Only Indicator,Access Layer,TDS Treasury Balance Rolling 3 Year,CHAR,3
21903,Internet Only Indicator,Access Layer,Product Dimension,CHAR,3
13962,INTERPOLATION,SCI_STML 2015-09-16,SI_STML_SD_CURVES,,0
17120,INTERPOLATION_TYP_ID,IDL20170908,RATE_CRV,INTEGER,0
29649,INTERPOLATION_TYP_ID,IDL20180116,RATE_CRV,INTEGER,0
13704,INTERVL,SCI_SAPG 2015-03-18,SI_SAPG_PROFITCENTER01_NODE,,0
13652,INTERVL,SCI_SAPG 2015-03-18,SI_SAPG_COSTCENTER01_NODE,,0
13804,INTERVL,SCI_SAPG 2015-03-18,SI_SAPG_UKPRODUCT01_NODE,,0
13754,INTERVL,SCI_SAPG 2015-03-18,SI_SAPG_ROIPRODUCT01_NODE,,0
13911,INTRAD_DATE,SCI_STML 2015-09-16,SI_STML_LIVE_RATES,,0
13912,INTRAD_VALUE,SCI_STML 2015-09-16,SI_STML_LIVE_RATES,,0
16499,INTRN_FIN_EV_ID,IDL20170908,OPRT_CSH_FLW_EV,INTEGER,0
29045,INTRN_FIN_EV_ID,IDL20180116,OPRT_CSH_FLW_EV,INTEGER,0
11196,INV_DT,SCI_FMLY_2015-06-12,SI_FMLY_PO_ISA_TRANSACTION,,0
17172,INVC_ID,IDL20170908,SCHD,INTEGER,0
29701,INVC_ID,IDL20180116,SCHD,INTEGER,0
13719,IOBJNM,SCI_SAPG 2015-03-18,SI_SAPG_PROFITCENTER01_NODETEX,,0
13705,IOBJNM,SCI_SAPG 2015-03-18,SI_SAPG_PROFITCENTER01_NODE,,0
13653,IOBJNM,SCI_SAPG 2015-03-18,SI_SAPG_COSTCENTER01_NODE,,0
13667,IOBJNM,SCI_SAPG 2015-03-18,SI_SAPG_COSTCENTER01_NODETEX,,0
13819,IOBJNM,SCI_SAPG 2015-03-18,SI_SAPG_UKPRODUCT01_NODETEX,,0
13805,IOBJNM,SCI_SAPG 2015-03-18,SI_SAPG_UKPRODUCT01_NODE,,0
13769,IOBJNM,SCI_SAPG 2015-03-18,SI_SAPG_ROIPRODUCT01_NODETEX,,0
13755,IOBJNM,SCI_SAPG 2015-03-18,SI_SAPG_ROIPRODUCT01_NODE,,0
13608,IOBJNUM,SCI_SAPB 2015-03-18,SI_SAPB_ZBCS_SAP_HIER,,0
14521,IPDATE,SCI_TRBK 2015-09-16,SI_TRBK_SHRI,,0
14255,IRACCT,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14256,IRBOOK,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14257,IRBRNG,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14258,IRERAT,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14259,IRFRAT,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14260,IRMRAT,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14261,IRNRES,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14262,IRORAT,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14263,IRPFRQ,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14522,IRT,SCI_TRBK 2015-09-16,SI_TRBK_SHRI,,0
14264,IRTERM,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14265,IRTIME,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
14266,IRTYPE,SCI_TRBK 2015-09-16,SI_TRBK_IVRIRD,,0
15030,ISDA_TAXONOMY,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
13168,ISIN,SCI_MANU 2016-04-11,SI_MANU_EUROCLEAR,,0
13075,ISIN_Code,SCI_MANU 2016-04-11,SI_MANU_CLEARSTREAM,,0
14888,ISIN_NUMBER,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
17286,ISO Country Alpha 2 Code,CAL170830 Logical Name,Country Refdimension,VARCHAR,50
20603,ISO Country Alpha 2 Code,Access Layer,Country Refdimension,VARCHAR,50
17285,ISO Country Alpha 3 Code,CAL170830 Logical Name,Country Refdimension,VARCHAR,50
20604,ISO Country Alpha 3 Code,Access Layer,Country Refdimension,VARCHAR,50
17284,ISO Country Numeric Code,CAL170830 Logical Name,Country Refdimension,VARCHAR,50
20605,ISO Country Numeric Code,Access Layer,Country Refdimension,VARCHAR,50
17414,ISO Currency Alpha Code,CAL170830 Logical Name,Currency Dimension,VARCHAR,50
20635,ISO Currency Alpha Code,Access Layer,Currency Dimension,VARCHAR,50
17415,ISO Currency Numeric Code,CAL170830 Logical Name,Currency Dimension,VARCHAR,50
20636,ISO Currency Numeric Code,Access Layer,Currency Dimension,VARCHAR,50
17412,ISO Minor Unit Count,CAL170830 Logical Name,Currency Dimension,INTEGER,0
20637,ISO Minor Unit Count,Access Layer,Currency Dimension,INTEGER,0
14523,ISQNUM,SCI_TRBK 2015-09-16,SI_TRBK_SHRI,,0
14889,ISSUE_DATE,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
17426,Issuer Country Identifier,CAL170830 Logical Name,Currency Dimension,INTEGER,0
20638,Issuer Country Identifier,Access Layer,Currency Dimension,INTEGER,0
14524,ISTWNO,SCI_TRBK 2015-09-16,SI_TRBK_SHRI,,0
13227,ISU_MAN_ADJ,SCI_MANU 2016-04-11,SI_MANU_TRADE_LIST,,0
15347,ISU_ORG_PRTY_ID,IDL20170908,AGMT_IDENT,INTEGER,0
27893,ISU_ORG_PRTY_ID,IDL20180116,AGMT_IDENT,INTEGER,0
16790,ISU_PRTY_ID,IDL20170908,PRTY_IDENT,INTEGER,0
29122,ISU_PRTY_ID,IDL20180116,PRTY_IDENT,INTEGER,0
10524,ITD_ID,SCI_CLML 2015-03-18,SI_CLML_ADDRESSES,,0
19415,ITD_ID,SCI_TRML 2015-07-10 V3,SI_CLML_ADDRESSES,,0
14773,ITM_ID,SCI_TRML 2015-07-10 V3,SI_TRML_CUSTOMER_INSTRUMENTS,,0
14840,ITM_ID,SCI_TRML 2015-07-10 V3,SI_TRML_FUTURE_INSTRUMENTS,,0
14865,ITM_ID,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENT_PRICE_HIS,,0
15031,ITM_ID,SCI_TRML 2015-07-10 V3,SI_TRML_TRADES,,0
10525,ITN_ID,SCI_CLML 2015-03-18,SI_CLML_ADDRESSES,,0
10778,ITN_ID,SCI_CLML 2015-03-18,SI_CLML_INSTITUTION_RATINGS,,0
10704,ITN_ID,SCI_CLML 2015-03-18,SI_CLML_CUSTOMERS,,0
10741,ITN_ID,SCI_CLML 2015-03-18,SI_CLML_DOCUMENTS,,0
19491,ITN_ID,SCI_TRML 2015-07-10 V3,SI_CLML_CUSTOMERS,,0
19416,ITN_ID,SCI_TRML 2015-07-10 V3,SI_CLML_ADDRESSES,,0
19620,ITN_ID,SCI_TRML 2015-07-10 V3,SI_CLML_DOCUMENTS,,0
19624,ITN_ID,SCI_TRML 2015-07-10 V3,SI_CLML_INSTITUTION_RATINGS,,0
10801,ITN_TYPE,SCI_CLML 2015-03-18,SI_CLML_INSTITUTIONS,,0
19545,ITN_TYPE,SCI_TRML 2015-07-10 V3,SI_CLML_INSTITUTIONS,,0
14869,ITP_CLASS,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENT_TYPES,,0
14890,ITP_ID,SCI_TRML 2015-07-10 V3,SI_TRML_INSTRUMENTS,,0
14525,ITYPE,SCI_TRBK 2015-09-16,SI_TRBK_SHRI,,0
14130,IVAACN,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14131,IVACCN,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14132,IVACTY,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14133,IVADTE,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14134,IVANSC,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14135,IVCDCB,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14136,IVCDIS,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14137,IVCRES,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14138,IVDCBT,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14139,IVDCCN,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14140,IVDCEX,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14141,IVDCIB,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14142,IVDCNM,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14143,IVDCNR,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14144,IVDCTX,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14145,IVDCX1,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14146,IVDCX2,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14147,IVDIDT,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14148,IVDOCT,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14149,IVDPOB,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14150,IVDTIN,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
14167,IVFACC,SCI_TRBK 2015-09-16,SI_TRBK_IVFAER,,0
14169,IVFART,SCI_TRBK 2015-09-16,SI_TRBK_IVFRER,,0
14170,IVFERA,SCI_TRBK 2015-09-16,SI_TRBK_IVFRER,,0
14168,IVFERA,SCI_TRBK 2015-09-16,SI_TRBK_IVFAER,,0
14171,IVFRCT,SCI_TRBK 2015-09-16,SI_TRBK_IVFRER,,0
14172,IVFRTY,SCI_TRBK 2015-09-16,SI_TRBK_IVFRER,,0
14151,IVHLDR,SCI_TRBK 2015-09-16,SI_TRBK_IVAEUT,,0
10526,IVL_ID,SCI_CLML 2015-03-18,SI_CLML_ADDRESSES,,0
10826,IVL_ID,SCI_CLML 2015-03-18,SI_CLML_PARTICIPANTS,,0
