id,composite,subject_area,entity,attribute,type
37044,REFERENCE,Event,Quarantine period for restructured loans Event,Account Event Identifier,Reference
37045,REFERENCE,Account,Refinancing Event,Account Event Identifier,Reference
37012,REFERENCE,Event,Reimbursement event,Account Event Identifier,Reference
37138,REFERENCE,Event,Restructured Credit event,Account Event Identifier,Reference
37025,REFERENCE,Event,Stage contamination event,Account Event Identifier,Reference
37017,REFERENCE,Event,Write-Off Event,Account Event Identifier,Reference
33763,REFERENCE,Account,Account Event Measurements,Account Event Measurements Identifier,Reference
9,REFERENCE,Account,Account,Account Identifier,Reference
29694,REFERENCE,Account,Account Balance Category FTP Assign,Account Identifier,Reference
35241,REFERENCE,Account,Account Balance Type,Account Identifier,Reference
30901,REFERENCE,Account,Account Balance Type FTP Assign,Account Identifier,Reference
38206,REFERENCE,Account,Account Closing Event,Account Identifier,Reference
37278,REFERENCE,Account,Account Commercial Activation Event,Account Identifier,Reference
36235,REFERENCE,Party,Account Delegate person,Account Identifier,Reference
36249,REFERENCE,Party,Account Empowered person,Account Identifier,Reference
31795,REFERENCE,Account,Account Event,Account Identifier,Reference
33711,REFERENCE,Account,Account Event Measurements,Account Identifier,Reference
36365,REFERENCE,Party,Account Holder,Account Identifier,Reference
31802,REFERENCE,Account,Account Lifetime Event,Account Identifier,Reference
31797,REFERENCE,Account,Account Relations Event,Account Identifier,Reference
31796,REFERENCE,Account,Account Risk monitoring Event,Account Identifier,Reference
31137,REFERENCE,Account,Account Setup (Opening) Event,Account Identifier,Reference
31804,REFERENCE,Event,Account Stage 1 Contaminated event,Account Identifier,Reference
31813,REFERENCE,Event,Account Stage 1 event,Account Identifier,Reference
31807,REFERENCE,Event,Account Stage 2 Contaminated event,Account Identifier,Reference
31810,REFERENCE,Event,Account Stage 2 event,Account Identifier,Reference
27986,REFERENCE,Account,Account relations,Account Identifier,Reference
30526,REFERENCE,Account,Account replacements,Account Identifier,Reference
31800,REFERENCE,Event,Account stage event,Account Identifier,Reference
33737,REFERENCE,Application,Account to Application,Account Identifier,Reference
14,REFERENCE,Account,Account to Collateral,Account Identifier,Reference
11091,REFERENCE,Account,Account to account,Account Identifier,Reference
6864,REFERENCE,Transaction,Booked Transaction,Account Identifier,Reference
4119,REFERENCE,Account,Card,Account Identifier,Reference
39947,REFERENCE,Insurance,Card Insurance,Account Identifier,Reference
40930,REFERENCE,Account,Card Measurements,Account Identifier,Reference
10702,REFERENCE,Transaction,Card Transaction,Account Identifier,Reference
27980,REFERENCE,Account,Card contract,Account Identifier,Reference
10699,REFERENCE,Transaction,Cash Counter Transaction,Account Identifier,Reference
5782,REFERENCE,Account,Cash Flow Loans Account,Account Identifier,Reference
24660,REFERENCE,Transaction,Cashier Fee Income/ Expense Transaction,Account Identifier,Reference
33458,REFERENCE,Regulatory Requirements,CoRep Deal,Account Identifier,Reference
27922,REFERENCE,Party,Codebtor,Account Identifier,Reference
4478,REFERENCE,Interest,Contractual Interest,Account Identifier,Reference
37481,REFERENCE,Service,Core banking Bill Payments Collecting Service,Account Identifier,Reference
5152,REFERENCE,Account,Credit Card Account,Account Identifier,Reference
31825,REFERENCE,Account,Credit Limit Increase Event,Account Identifier,Reference
31817,REFERENCE,Account,Credit Limit Renewal Event,Account Identifier,Reference
31799,REFERENCE,Account,Credit Line Renewal Event,Account Identifier,Reference
13310,REFERENCE,Transaction,Cumulative Transaction,Account Identifier,Reference
31074,REFERENCE,Transaction,Cumulative Transaction FTP Assign,Account Identifier,Reference
4601,REFERENCE,Interest,Current Interest,Account Identifier,Reference
10177,REFERENCE,Account,Deposit,Account Identifier,Reference
31820,REFERENCE,Event,Disbursment,Account Identifier,Reference
4650,REFERENCE,Service,Employer Payroll Convention components,Account Identifier,Reference
38366,REFERENCE,Account,External Refinancing Event,Account Identifier,Reference
28724,REFERENCE,Transaction,FX Card Non-Storno Transaction,Account Identifier,Reference
24893,REFERENCE,Transaction,FX Card Storno Transaction,Account Identifier,Reference
26753,REFERENCE,Transaction,FX Card Transaction,Account Identifier,Reference
10700,REFERENCE,Transaction,FX Cash Counter Transaction,Account Identifier,Reference
29013,REFERENCE,Transaction,FX Non-Storno Cash Counter Transaction,Account Identifier,Reference
34031,REFERENCE,Transaction,FX Non-Storno Other Booked Transaction,Account Identifier,Reference
33951,REFERENCE,Transaction,FX Other Booked Transaction,Account Identifier,Reference
29092,REFERENCE,Transaction,FX Storno Cash Counter Transaction,Account Identifier,Reference
34069,REFERENCE,Transaction,FX Storno Other Booked Transaction,Account Identifier,Reference
27930,REFERENCE,Party,Factoring Insurer,Account Identifier,Reference
10703,REFERENCE,Transaction,Fee Income/Expense Transaction,Account Identifier,Reference
31819,REFERENCE,Event,First disbursement event,Account Identifier,Reference
31809,REFERENCE,Event,First grace period on a continuous time interval for loans Event,Account Identifier,Reference
31812,REFERENCE,Event,Forfeiture of guarantee letters Event,Account Identifier,Reference
28555,REFERENCE,Transaction,GL adjustment transaction,Account Identifier,Reference
27884,REFERENCE,Party,Guarantor,Account Identifier,Reference
27901,REFERENCE,Party,Income Guarantor,Account Identifier,Reference
10959,REFERENCE,Account,Individual Loan Account,Account Identifier,Reference
41042,REFERENCE,Insurance,Insurance Measurements,Account Identifier,Reference
32405,REFERENCE,Service,Insurance Payments Collecting Service,Account Identifier,Reference
5547,REFERENCE,Insurance,Insurance To Account,Account Identifier,Reference
25676,REFERENCE,Transaction,Interest Income/Expense Transaction,Account Identifier,Reference
31806,REFERENCE,Event,Interest computation Freezing event,Account Identifier,Reference
38387,REFERENCE,Account,Internal Refinancing Event,Account Identifier,Reference
13098,REFERENCE,Account,Legal Loan Account,Account Identifier,Reference
26131,REFERENCE,Account,Letter of Credit,Account Identifier,Reference
5221,REFERENCE,Account,Loan Account,Account Identifier,Reference
38407,REFERENCE,Account,Mixed Refinancing Event,Account Identifier,Reference
29403,REFERENCE,Account,New Account Sale Event,Account Identifier,Reference
34714,REFERENCE,Treasury,Non - Security Deal Position,Account Identifier,Reference
24612,REFERENCE,Transaction,Non-Cashier Fee Income/ Expense Transaction,Account Identifier,Reference
28836,REFERENCE,Transaction,Non-FX Card Non-Storno Transaction,Account Identifier,Reference
25043,REFERENCE,Transaction,Non-FX Card Storno Transactions,Account Identifier,Reference
26562,REFERENCE,Transaction,Non-FX Card Transaction,Account Identifier,Reference
25507,REFERENCE,Transaction,Non-FX Cash Counter Transaction,Account Identifier,Reference
29155,REFERENCE,Transaction,Non-FX Non-Storno Cash Counter Transaction,Account Identifier,Reference
34329,REFERENCE,Transaction,Non-FX Non-Storno Other Booked Transaction,Account Identifier,Reference
33994,REFERENCE,Transaction,Non-FX Other Booked Transaction,Account Identifier,Reference
29192,REFERENCE,Transaction,Non-FX Storno Cash Counter Transaction,Account Identifier,Reference
34286,REFERENCE,Transaction,Non-FX Storno Other Booked Transaction,Account Identifier,Reference
29421,REFERENCE,Transaction,Non-Storno Cashier Fee Income/ Expense Transaction,Account Identifier,Reference
29594,REFERENCE,Transaction,Non-Storno Interest Income/Expense Transaction,Account Identifier,Reference
29521,REFERENCE,Transaction,Non-Storno Non-Cashier Fee Income/ Expense Transaction,Account Identifier,Reference
34775,REFERENCE,Account,NonGL Amount,Account Identifier,Reference
33036,REFERENCE,Account,Operational Account Balance,Account Identifier,Reference
32594,REFERENCE,Transaction,Other Booked Transaction,Account Identifier,Reference
38252,REFERENCE,Account,Overdraft Closing Event,Account Identifier,Reference
31824,REFERENCE,Account,Overdraft New Sale Event,Account Identifier,Reference
31821,REFERENCE,Account,Overdraft Setup (Opening) Event,Account Identifier,Reference
33782,REFERENCE,Account,Overdue event,Account Identifier,Reference
31816,REFERENCE,Event,PD Variation event,Account Identifier,Reference
2115,REFERENCE,Package,Package Components,Account Identifier,Reference
36925,REFERENCE,Account,Party to account,Account Identifier,Reference
31811,REFERENCE,Event,"Pay in kind event, with risk code Pay in kind (DP)",Account Identifier,Reference
31805,REFERENCE,Event,"Pay in kind event, with risk code Stop Pay in kind (SDP)",Account Identifier,Reference
31808,REFERENCE,Event,"Pay in kind event, with risk code Transmitted Pay in kind notification (TDP)",Account Identifier,Reference
31798,REFERENCE,Event,"Pay in kind, with risk code Refusal in Pay in kind (RDP)",Account Identifier,Reference
36318,REFERENCE,Party,Persons with signature specimen,Account Identifier,Reference
32111,REFERENCE,Account,Product Account Measurements,Account Identifier,Reference
4289,REFERENCE,Contract,Product and Services Contract to Account,Account Identifier,Reference
32194,REFERENCE,Event,Production Event,Account Identifier,Reference
31803,REFERENCE,Event,Quarantine period for restructured loans Event,Account Identifier,Reference
33083,REFERENCE,Account,Reclassified Account Balance,Account Identifier,Reference
33059,REFERENCE,Account,Reconciled Account Balance,Account Identifier,Reference
31823,REFERENCE,Account,Refinancing Event,Account Identifier,Reference
31818,REFERENCE,Event,Reimbursement event,Account Identifier,Reference
31815,REFERENCE,Event,Restructured Credit event,Account Identifier,Reference
27912,REFERENCE,Party,Risk Entity,Account Identifier,Reference
33322,REFERENCE,Party,SG Risk Entity,Account Identifier,Reference
39998,REFERENCE,Party,SGB Beneficiary,Account Identifier,Reference
34604,REFERENCE,Treasury,Security Deal Position,Account Identifier,Reference
31814,REFERENCE,Event,Stage contamination event,Account Identifier,Reference
29470,REFERENCE,Transaction,Storno Cashier Fee Income/ Expense Transaction,Account Identifier,Reference
29627,REFERENCE,Transaction,Storno Interest Income/Expense Transaction,Account Identifier,Reference
29564,REFERENCE,Transaction,Storno Non-Cashier Fee Income/ Expense Transaction,Account Identifier,Reference
36622,REFERENCE,Investment Fund,Subscription Position,Account Identifier,Reference
37436,REFERENCE,Service,Terminal Bill Payments Collecting Service,Account Identifier,Reference
40994,REFERENCE,Terminals,Terminal Measurements,Account Identifier,Reference
39321,REFERENCE,Transaction,Terminal Transaction,Account Identifier,Reference
4613,REFERENCE,Terminals,Terminal to Account,Account Identifier,Reference
34593,REFERENCE,Treasury,Treasury Deal Position,Account Identifier,Reference
31801,REFERENCE,Event,Write-Off Event,Account Identifier,Reference
38207,REFERENCE,Account,Account Closing Event,Account Lifetime Event Identifier,Reference
37279,REFERENCE,Account,Account Commercial Activation Event,Account Lifetime Event Identifier,Reference
37023,REFERENCE,Account,Account Lifetime Event,Account Lifetime Event Identifier,Reference
37097,REFERENCE,Account,Account Setup (Opening) Event,Account Lifetime Event Identifier,Reference
37081,REFERENCE,Account,Credit Limit Increase Event,Account Lifetime Event Identifier,Reference
37135,REFERENCE,Account,Credit Limit Renewal Event,Account Lifetime Event Identifier,Reference
37057,REFERENCE,Event,Disbursment,Account Lifetime Event Identifier,Reference
37048,REFERENCE,Event,First disbursement event,Account Lifetime Event Identifier,Reference
37113,REFERENCE,Event,First grace period on a continuous time interval for loans Event,Account Lifetime Event Identifier,Reference
37119,REFERENCE,Event,Forfeiture of guarantee letters Event,Account Lifetime Event Identifier,Reference
37031,REFERENCE,Event,Interest computation Freezing event,Account Lifetime Event Identifier,Reference
37123,REFERENCE,Account,New Account Sale Event,Account Lifetime Event Identifier,Reference
38253,REFERENCE,Account,Overdraft Closing Event,Account Lifetime Event Identifier,Reference
37130,REFERENCE,Account,Overdraft New Sale Event,Account Lifetime Event Identifier,Reference
37106,REFERENCE,Account,Overdraft Setup (Opening) Event,Account Lifetime Event Identifier,Reference
37088,REFERENCE,Event,Production Event,Account Lifetime Event Identifier,Reference
37040,REFERENCE,Event,Reimbursement event,Account Lifetime Event Identifier,Reference
37141,REFERENCE,Event,Restructured Credit event,Account Lifetime Event Identifier,Reference
4709,REFERENCE,Service,Employer Payroll Convention components,Account Limit Identifier,Reference
34123,REFERENCE,Account,Account Event Measurements,Account Management Business Line Organisation Hierarchy Identifier,Reference
34131,REFERENCE,Account,Account Event Measurements,Account Managing Accounting Entity,Reference
34132,REFERENCE,Account,Account Event Measurements,Account Managing Branch,Reference
34783,REFERENCE,Account,Account Event Measurements,Account Opening Accounting Entity,Reference
31141,REFERENCE,Account,Account Setup (Opening) Event,Account Opening Event Identifier,Reference
33254,REFERENCE,Provision,Account Booked Provisions,Account Provision identifier,Reference
33252,REFERENCE,Provision,Account Provision,Account Provision identifier,Reference
33253,REFERENCE,Provision,Account Simulated Provisions,Account Provision identifier,Reference
24,BASIC,Account,Account replacements,Account relation,Text
29,COMPOSITE,Account,Account replacements,Account relation Type,Referencial LOV
27943,COMPONENT,Account,Account replacements,Account relation Type.Code,Text
27944,COMPONENT,Account,Account replacements,Account relation Type.Description,Text
37027,REFERENCE,Account,Account Relations Event,Account Relations Event Identifier,Reference
37037,REFERENCE,Account,Credit Line Renewal Event,Account Relations Event Identifier,Reference
38368,REFERENCE,Account,External Refinancing Event,Account Relations Event Identifier,Reference
38389,REFERENCE,Account,Internal Refinancing Event,Account Relations Event Identifier,Reference
38410,REFERENCE,Account,Mixed Refinancing Event,Account Relations Event Identifier,Reference
38249,REFERENCE,Account,Refinancing Event,Account Relations Event Identifier,Reference
37029,REFERENCE,Account,Account Risk monitoring Event,Account Risk monitoring Event Identifier,Reference
37094,REFERENCE,Event,PD Variation event,Account Risk monitoring Event Identifier,Reference
37060,REFERENCE,Event,"Pay in kind event, with risk code Pay in kind (DP)",Account Risk monitoring Event Identifier,Reference
37067,REFERENCE,Event,"Pay in kind event, with risk code Stop Pay in kind (SDP)",Account Risk monitoring Event Identifier,Reference
37050,REFERENCE,Event,"Pay in kind event, with risk code Transmitted Pay in kind notification (TDP)",Account Risk monitoring Event Identifier,Reference
37042,REFERENCE,Event,"Pay in kind, with risk code Refusal in Pay in kind (RDP)",Account Risk monitoring Event Identifier,Reference
37102,REFERENCE,Event,Quarantine period for restructured loans Event,Account Risk monitoring Event Identifier,Reference
37084,REFERENCE,Event,Stage contamination event,Account Risk monitoring Event Identifier,Reference
37075,REFERENCE,Event,Write-Off Event,Account Risk monitoring Event Identifier,Reference
5780,BASIC,Account,Cash Flow Loans Account,Account Risk Weight(standard method),Percentage
5299,BASIC,Account,Credit Card Account,Account Risk Weight(standard method),Percentage
10946,BASIC,Account,Individual Loan Account,Account Risk Weight(standard method),Percentage
13130,BASIC,Account,Legal Loan Account,Account Risk Weight(standard method),Percentage
25988,BASIC,Account,Letter of Credit,Account Risk Weight(standard method),Percentage
39,BASIC,Account,Loan Account,Account Risk Weight(standard method),Percentage
37140,REFERENCE,Event,Account Stage 1 Contaminated event,Account Stage 1 Contaminated Event Identifier,Reference
37144,REFERENCE,Event,Account Stage 1 event,Account Stage 1 Event Identifier,Reference
37146,REFERENCE,Event,Account Stage 2 Contaminated event,Account Stage 2 Contaminated Event Identifier,Reference
37148,REFERENCE,Event,Account Stage 2 event,Account Stage 2 Event Identifier,Reference
37047,REFERENCE,Event,Account Stage 1 Contaminated event,Account stage Event Identifier,Reference
37073,REFERENCE,Event,Account Stage 1 event,Account stage Event Identifier,Reference
37056,REFERENCE,Event,Account Stage 2 Contaminated event,Account stage Event Identifier,Reference
37064,REFERENCE,Event,Account Stage 2 event,Account stage Event Identifier,Reference
37036,REFERENCE,Event,Account stage event,Account stage Event Identifier,Reference
27984,COMPOSITE,Account,Account relations,Account to account relation type,Referencial LOV
30528,COMPOSITE,Account,Account replacements,Account to account relation type,Referencial LOV
11973,COMPOSITE,Account,Account to account,Account to account relation type,Referencial LOV
38318,COMPOSITE,Nomenclatory,Nomenclatory,Account to account relation type,Referencial LOV
27987,COMPONENT,Account,Account relations,Account to account relation type.Code,Text
30529,COMPONENT,Account,Account replacements,Account to account relation type.Code,Text
11974,COMPONENT,Account,Account to account,Account to account relation type.Code,Text
38319,COMPONENT,Nomenclatory,Nomenclatory,Account to account relation type.Code,Text
27988,COMPONENT,Account,Account relations,Account to account relation type.Description,Text
30530,COMPONENT,Account,Account replacements,Account to account relation type.Description,Text
11975,COMPONENT,Account,Account to account,Account to account relation type.Description,Text
38320,COMPONENT,Nomenclatory,Nomenclatory,Account to account relation type.Description,Text
33734,COMPOSITE,Application,Account to Application,Account to Application Relation Type,Referencial LOV
33741,COMPOSITE,Nomenclatory,Nomenclatory,Account to Application Relation Type,Referencial LOV
33735,COMPONENT,Application,Account to Application,Account to Application Relation Type.Code,Text
33742,COMPONENT,Nomenclatory,Nomenclatory,Account to Application Relation Type.Code,Text
33736,COMPONENT,Application,Account to Application,Account to Application Relation Type.Description,Text
33743,COMPONENT,Nomenclatory,Nomenclatory,Account to Application Relation Type.Description,Text
38106,BASIC,Account,Account to Collateral,Account to Collateral Identifier,Text
35251,BASIC,Account,Account Balance Type,Accounting Adjustment Date,Date
39208,BASIC,Account,BK-GL Reconciliation Computation,Accounting Adjustment Date,Date
33450,BASIC,Regulatory Requirements,CoRep Deal,Accounting Adjustment Date,Date
12213,BASIC,Organisation,Company Financial indicators,Accounting Adjustment Date,Date
37226,BASIC,Party,Customer Balance Type,Accounting Adjustment Date,Date
50,BASIC,Account,GL Account Balance,Accounting Adjustment Date,Date
33389,BASIC,Account,GL Account Balance After Reclassification,Accounting Adjustment Date,Date
33368,BASIC,Account,GL Account Balance Before reclassification,Accounting Adjustment Date,Date
39910,BASIC,Account,GL Transaction,Accounting Adjustment Date,Date
33057,BASIC,Account,Reconciled Account Balance,Accounting Adjustment Date,Date
56,BASIC,Account,GL Account Balance,Accounting back value entry date,Date
33390,BASIC,Account,GL Account Balance After Reclassification,Accounting back value entry date,Date
33369,BASIC,Account,GL Account Balance Before reclassification,Accounting back value entry date,Date
61,BASIC,Account,GL Chart of Account,Accounting back value entry flag,Flag
4216,BASIC,Regulatory Requirements,ALM deal,Accounting balance date,Date
30535,BASIC,Account,Account Balance,Accounting balance date,Date
35250,BASIC,Account,Account Balance Type,Accounting balance date,Date
33263,BASIC,Provision,Account Booked Provisions,Accounting balance date,Date
33261,BASIC,Provision,Account Provision,Accounting balance date,Date
33262,BASIC,Provision,Account Simulated Provisions,Accounting balance date,Date
39207,BASIC,Account,BK-GL Reconciliation Computation,Accounting balance date,Date
33440,BASIC,Regulatory Requirements,CoRep Deal,Accounting balance date,Date
12156,BASIC,Organisation,Company Financial indicators,Accounting balance date,Date
37225,BASIC,Party,Customer Balance Type,Accounting balance date,Date
65,BASIC,Account,GL Account Balance,Accounting balance date,Date
33404,BASIC,Account,GL Account Balance After Reclassification,Accounting balance date,Date
33383,BASIC,Account,GL Account Balance Before reclassification,Accounting balance date,Date
39928,BASIC,Account,GL Transaction,Accounting balance date,Date
33027,BASIC,Account,Operational Account Balance,Accounting balance date,Date
33074,BASIC,Account,Reclassified Account Balance,Accounting balance date,Date
33050,BASIC,Account,Reconciled Account Balance,Accounting balance date,Date
72,BASIC,Account,GL Chart of Account,Accounting direct entry flag,Flag
77,REFERENCE,Account,Account Balance,Accounting Entity,Reference
33267,REFERENCE,Provision,Account Booked Provisions,Accounting Entity,Reference
76,REFERENCE,Transaction,Booked Transaction,Accounting Entity,Reference
39876,REFERENCE,Insurance,Card Insurance,Accounting Entity,Reference
6876,REFERENCE,Transaction,Card Transaction,Accounting Entity,Reference
6936,REFERENCE,Transaction,Cash Counter Transaction,Accounting Entity,Reference
24662,REFERENCE,Transaction,Cashier Fee Income/ Expense Transaction,Accounting Entity,Reference
33441,REFERENCE,Regulatory Requirements,CoRep Deal,Accounting Entity,Reference
39849,REFERENCE,Insurance,Collateral Insurance,Accounting Entity,Reference
33493,REFERENCE,Account,Credit card Components,Accounting Entity,Reference
13299,REFERENCE,Transaction,Cumulative Transaction,Accounting Entity,Reference
28699,REFERENCE,Transaction,FX Card Non-Storno Transaction,Accounting Entity,Reference
24839,REFERENCE,Transaction,FX Card Storno Transaction,Accounting Entity,Reference
26747,REFERENCE,Transaction,FX Card Transaction,Accounting Entity,Reference
6649,REFERENCE,Transaction,FX Cash Counter Transaction,Accounting Entity,Reference
29052,REFERENCE,Transaction,FX Non-Storno Cash Counter Transaction,Accounting Entity,Reference
34047,REFERENCE,Transaction,FX Non-Storno Other Booked Transaction,Accounting Entity,Reference
33941,REFERENCE,Transaction,FX Other Booked Transaction,Accounting Entity,Reference
29131,REFERENCE,Transaction,FX Storno Cash Counter Transaction,Accounting Entity,Reference
34090,REFERENCE,Transaction,FX Storno Other Booked Transaction,Accounting Entity,Reference
79,REFERENCE,Transaction,Fee Income/Expense Transaction,Accounting Entity,Reference
74,REFERENCE,Account,GL Account Balance,Accounting Entity,Reference
33401,REFERENCE,Account,GL Account Balance After Reclassification,Accounting Entity,Reference
33380,REFERENCE,Account,GL Account Balance Before reclassification,Accounting Entity,Reference
39919,REFERENCE,Account,GL Transaction,Accounting Entity,Reference
28556,REFERENCE,Transaction,GL adjustment transaction,Accounting Entity,Reference
41273,REFERENCE,Transaction,Interchange Transactions,Accounting Entity,Reference
25672,REFERENCE,Transaction,Interest Income/Expense Transaction,Accounting Entity,Reference
39794,REFERENCE,Insurance,Loan Account Insurance,Accounting Entity,Reference
24614,REFERENCE,Transaction,Non-Cashier Fee Income/ Expense Transaction,Accounting Entity,Reference
28901,REFERENCE,Transaction,Non-FX Card Non-Storno Transaction,Accounting Entity,Reference
24988,REFERENCE,Transaction,Non-FX Card Storno Transactions,Accounting Entity,Reference
26661,REFERENCE,Transaction,Non-FX Card Transaction,Accounting Entity,Reference
25509,REFERENCE,Transaction,Non-FX Cash Counter Transaction,Accounting Entity,Reference
29172,REFERENCE,Transaction,Non-FX Non-Storno Cash Counter Transaction,Accounting Entity,Reference
34305,REFERENCE,Transaction,Non-FX Non-Storno Other Booked Transaction,Accounting Entity,Reference
33984,REFERENCE,Transaction,Non-FX Other Booked Transaction,Accounting Entity,Reference
