ID,data_field,Data Set,data_structure,Data Structure Type,Data Type,Length
11209,A_DEPO_PRIN_LCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11574,A_DEPO_PRIN_LCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11210,A_DEPO_PRIN_OCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11575,A_DEPO_PRIN_OCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11211,A_LOAN_COMT_EUR_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11576,A_LOAN_COMT_EUR_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11212,A_LOAN_COMT_LCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11577,A_LOAN_COMT_LCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11213,A_LOAN_COMT_OCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11578,A_LOAN_COMT_OCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11214,A_LOAN_FVA_EUR_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11579,A_LOAN_FVA_EUR_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11215,A_LOAN_FVA_LCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11580,A_LOAN_FVA_LCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11216,A_LOAN_FVA_OCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11581,A_LOAN_FVA_OCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11217,A_LOAN_INT_EUR_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11582,A_LOAN_INT_EUR_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11218,A_LOAN_INT_LCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11583,A_LOAN_INT_LCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11219,A_LOAN_INT_OCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11584,A_LOAN_INT_OCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11220,A_LOAN_PRIN_EUR_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11585,A_LOAN_PRIN_EUR_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11221,A_LOAN_PRIN_LCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11586,A_LOAN_PRIN_LCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
11222,A_LOAN_PRIN_OCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
11587,A_LOAN_PRIN_OCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
12132,A_STB_FVPL_INT_EUR_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
12357,A_STB_FVPL_INT_EUR_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
12133,A_STB_FVPL_INT_LCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
12358,A_STB_FVPL_INT_LCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
12134,A_STB_FVPL_INT_OCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
12359,A_STB_FVPL_INT_OCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
12135,A_STB_FVPL_NOM_EUR_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
12360,A_STB_FVPL_NOM_EUR_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
12136,A_STB_FVPL_NOM_LCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
12361,A_STB_FVPL_NOM_LCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
12137,A_STB_FVPL_NOM_OCY_AMT,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,NUMBER,0
12362,A_STB_FVPL_NOM_OCY_AMT,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,NUMBER,0
6963,AA_CURRENCY,OUTBOUND,OUT_COREP_EXPOSURE,MODEL_STRUCTURE,VARCHAR2,3
6556,ACC_ELE_STR,OUTBOUND,OUTBOUND_TC_CONTRACTS,MODEL_STRUCTURE,VARCHAR2,15
9282,ACCOUNT_APPL_REL_TYPE_CD,DDS,ACCOUNT_APPL_REL_TYPE,MODEL_STRUCTURE,VARCHAR2,20
10100,ACCOUNT_APPL_REL_TYPE_CD,DDS,APPLICATION_X_ACCOUNT,MODEL_STRUCTURE,VARCHAR2,20
10752,ACCOUNT_APPL_REL_TYPE_CD,DDS,APPL_X_CUST_OTHER_BANK_IBAN,MODEL_STRUCTURE,VARCHAR2,20
9283,ACCOUNT_APPL_REL_TYPE_DESC,DDS,ACCOUNT_APPL_REL_TYPE,MODEL_STRUCTURE,VARCHAR2,100
2061,ACCOUNT_CASH_FLOW_RK,DM,ALM_ACCT_REPAY_CASH_FLOW_DIM,MODEL_STRUCTURE,RAW,16
2062,ACCOUNT_CASH_FLOW_SK,DM,ALM_ACCT_REPAY_CASH_FLOW_DIM,MODEL_STRUCTURE,RAW,16
6778,ACCOUNT_CASH_FLOW_SK,OUTBOUND,OUTBOUND_TC_FLOW_CUSTOM,MODEL_STRUCTURE,INTEGER,0
954,ACCOUNT_COMPONENT_CD,DDS,ACCOUNT_COMPONENT,MODEL_STRUCTURE,VARCHAR2,20
1237,ACCOUNT_COMPONENT_CD,DM,ACCOUNT_INTEREST_DIM,MODEL_STRUCTURE,VARCHAR2,20
5553,ACCOUNT_COMPONENT_CD,DDS,FINANCIAL_ACCOUNT_INTEREST,MODEL_STRUCTURE,VARCHAR2,20
8888,ACCOUNT_COMPONENT_CD,DDS,WITHDRAWAL_USAGE_INTEREST,MODEL_STRUCTURE,VARCHAR2,20
955,ACCOUNT_COMPONENT_DESC,DDS,ACCOUNT_COMPONENT,MODEL_STRUCTURE,VARCHAR2,100
363,ACCOUNT_CURRENCY_CD,DDS,ACCOUNT_BALANCE,MODEL_STRUCTURE,VARCHAR2,3
913,ACCOUNT_CURRENCY_CD,DM,ACCOUNT_COLLATERAL_MTH_FACT,MODEL_STRUCTURE,VARCHAR2,3
10652,ACCOUNT_CURRENCY_CD,DM,ACCOUNT_EVENT,MODEL_STRUCTURE,VARCHAR2,3
11004,ACCOUNT_CURRENCY_CD,DM,V_NORM_ACCOUNT_BALANCE_FACT,MODEL_STRUCTURE,VARCHAR2,3
11157,ACCOUNT_CURRENCY_CD,DM,F_NORM_ACCOUNT_BALANCE_FACT,MODEL_STRUCTURE,VARCHAR2,3
1191,ACCOUNT_EVENT_ID,DDS,ACCOUNT_EVENT,MODEL_STRUCTURE,VARCHAR2,1000
10653,ACCOUNT_EVENT_ID,DM,ACCOUNT_EVENT,MODEL_STRUCTURE,VARCHAR2,1000
10862,ACCOUNT_EVENT_ID,DM,ACCOUNT_EVENT_FACT,MODEL_STRUCTURE,VARCHAR2,1000
1192,ACCOUNT_EVENT_RK,DDS,ACCOUNT_EVENT,MODEL_STRUCTURE,RAW,16
10654,ACCOUNT_EVENT_RK,DM,ACCOUNT_EVENT,MODEL_STRUCTURE,RAW,16
10863,ACCOUNT_EVENT_RK,DM,ACCOUNT_EVENT_FACT,MODEL_STRUCTURE,RAW,16
1219,ACCOUNT_FLAGS_CD,DM,ACCOUNT_FLAGS_DIM,MODEL_STRUCTURE,VARCHAR2,20
14190,ACCOUNT_FLAGS_MTH_CD,DM,ACCOUNT_FLAGS_MTH_DIM,MODEL_STRUCTURE,VARCHAR2,20
14191,ACCOUNT_FLAGS_MTH_SK,DM,ACCOUNT_FLAGS_MTH_DIM,MODEL_STRUCTURE,INTEGER,0
14198,ACCOUNT_FLAGS_MTH_SK,DM,ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
975,ACCOUNT_FLAGS_SK,DM,ACCOUNT_DAILY_FACT,MODEL_STRUCTURE,INTEGER,0
1220,ACCOUNT_FLAGS_SK,DM,ACCOUNT_FLAGS_DIM,MODEL_STRUCTURE,INTEGER,0
1301,ACCOUNT_FLAGS_SK,DM,ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
9371,ACCOUNT_FLAGS_SK,DM,ACCOUNT_DAILY_FACT_OLD,MODEL_STRUCTURE,INTEGER,0
9620,ACCOUNT_FLAGS_SK,DM,ACCOUNT_MTH_FACT_OLD,MODEL_STRUCTURE,INTEGER,0
13297,ACCOUNT_FLAGS_SK,DM,RECALC_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
14215,ACCOUNT_FLAGS_SK,DM,CORR_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
14661,ACCOUNT_FLAGS_SK,DM,ACCOUNT_MTH_ADJ_FACT,MODEL_STRUCTURE,INTEGER,0
333,ACCOUNT_ID,DM,ACCOUNTING_RECON_DAILY_CALC,MODEL_STRUCTURE,VARCHAR2,32
962,ACCOUNT_ID,DDS,ACCOUNT_CREDIT_ASSESSMENT,MODEL_STRUCTURE,VARCHAR2,32
1156,ACCOUNT_ID,DM,ACCOUNT_DIM,MODEL_STRUCTURE,VARCHAR2,32
1238,ACCOUNT_ID,DM,ACCOUNT_INTEREST_DIM,MODEL_STRUCTURE,VARCHAR2,32
2366,ACCOUNT_ID,DM,BK_GL_TRANSACTION_DAILY,MODEL_STRUCTURE,VARCHAR2,32
2747,ACCOUNT_ID,DDS,B_FACTORING_ACCOUNT,MODEL_STRUCTURE,VARCHAR2,32
3046,ACCOUNT_ID,DDS,B_MOBILIS_TRANSACTIONS,MODEL_STRUCTURE,VARCHAR2,32
3079,ACCOUNT_ID,DDS,B_OVERDUE_INTERVALS,MODEL_STRUCTURE,VARCHAR2,32
3306,ACCOUNT_ID,DDS,B_STRUCTURED_DEPOSITS,MODEL_STRUCTURE,VARCHAR2,32
3345,ACCOUNT_ID,DDS,B_TRANSACTION_INVESTMENT_FUND,MODEL_STRUCTURE,VARCHAR2,32
3418,ACCOUNT_ID,DDS,B_WRITE_OFF_EVENT,MODEL_STRUCTURE,VARCHAR2,32
4232,ACCOUNT_ID,DDS,CORE_BANKING_ACCOUNT,MODEL_STRUCTURE,VARCHAR2,32
4392,ACCOUNT_ID,DDS,CREDIT_CARD_ACCOUNT,MODEL_STRUCTURE,VARCHAR2,32
5510,ACCOUNT_ID,DDS,FINANCIAL_ACCOUNT,MODEL_STRUCTURE,VARCHAR2,32
6268,ACCOUNT_ID,DDS,LEASE_ACCOUNT,MODEL_STRUCTURE,VARCHAR2,32
6294,ACCOUNT_ID,DDS,LOAN_ACCOUNT,MODEL_STRUCTURE,VARCHAR2,32
8362,ACCOUNT_ID,DM,TRANSACTION_AGG_DAILY_FACT,MODEL_STRUCTURE,VARCHAR2,32
13700,ACCOUNT_ID,DDS,DELETED_B_TRANSACT_INVEST_FUND,MODEL_STRUCTURE,VARCHAR2,32
13798,ACCOUNT_INSURANCE_COVERAGE_PCT,DDS,INSURANCE_X_ACCOUNT,MODEL_STRUCTURE,NUMBER,0
1239,ACCOUNT_INTEREST_SK,DM,ACCOUNT_INTEREST_DIM,MODEL_STRUCTURE,INTEGER,0
6788,ACCOUNT_INTEREST_SK,OUTBOUND,OUTBOUND_TC_LEVEL,MODEL_STRUCTURE,INTEGER,0
7287,ACCOUNT_INTERNAL_ORG_RK,DM,PL_FEE_FACT,MODEL_STRUCTURE,RAW,16
1265,ACCOUNT_LIFECYCLE_CD,DDS,ACCOUNT_LIFECYCLE,MODEL_STRUCTURE,VARCHAR2,20
1273,ACCOUNT_LIFECYCLE_CD,DDS,ACCOUNT_LIFECYCLE_DET,MODEL_STRUCTURE,VARCHAR2,20
1266,ACCOUNT_LIFECYCLE_DESC,DDS,ACCOUNT_LIFECYCLE,MODEL_STRUCTURE,VARCHAR2,100
13641,ACCOUNT_MTH_FLAGS_CD,DM,ACCOUNT_MTH_FLAGS_DIM,MODEL_STRUCTURE,VARCHAR2,20
13642,ACCOUNT_MTH_FLAGS_SK,DM,ACCOUNT_MTH_FLAGS_DIM,MODEL_STRUCTURE,INTEGER,0
6964,ACCOUNT_NUMBER,OUTBOUND,OUT_COREP_EXPOSURE,MODEL_STRUCTURE,VARCHAR2,30
9339,ACCOUNT_PORTFOLIO_RANK_NO,DM,ACCOUNT_DAILY_FACT,MODEL_STRUCTURE,VARCHAR2,32
9579,ACCOUNT_PORTFOLIO_RANK_NO,DM,ACCOUNT_MTH_FACT,MODEL_STRUCTURE,VARCHAR2,32
10655,ACCOUNT_PORTFOLIO_RANK_NO,DM,ACCOUNT_EVENT,MODEL_STRUCTURE,VARCHAR2,32
10864,ACCOUNT_PORTFOLIO_RANK_NO,DM,ACCOUNT_EVENT_FACT,MODEL_STRUCTURE,VARCHAR2,32
13298,ACCOUNT_PORTFOLIO_RANK_NO,DM,RECALC_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,VARCHAR2,32
14216,ACCOUNT_PORTFOLIO_RANK_NO,DM,CORR_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,VARCHAR2,32
14662,ACCOUNT_PORTFOLIO_RANK_NO,DM,ACCOUNT_MTH_ADJ_FACT,MODEL_STRUCTURE,VARCHAR2,32
9340,ACCOUNT_PORTFOLIO_SK,DM,ACCOUNT_DAILY_FACT,MODEL_STRUCTURE,INTEGER,0
9580,ACCOUNT_PORTFOLIO_SK,DM,ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
10656,ACCOUNT_PORTFOLIO_SK,DM,ACCOUNT_EVENT,MODEL_STRUCTURE,INTEGER,0
10865,ACCOUNT_PORTFOLIO_SK,DM,ACCOUNT_EVENT_FACT,MODEL_STRUCTURE,INTEGER,0
13299,ACCOUNT_PORTFOLIO_SK,DM,RECALC_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
14217,ACCOUNT_PORTFOLIO_SK,DM,CORR_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
14663,ACCOUNT_PORTFOLIO_SK,DM,ACCOUNT_MTH_ADJ_FACT,MODEL_STRUCTURE,INTEGER,0
9341,ACCOUNT_PORTFOLIO_TYPE_SK,DM,ACCOUNT_DAILY_FACT,MODEL_STRUCTURE,INTEGER,0
9581,ACCOUNT_PORTFOLIO_TYPE_SK,DM,ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
10657,ACCOUNT_PORTFOLIO_TYPE_SK,DM,ACCOUNT_EVENT,MODEL_STRUCTURE,INTEGER,0
10866,ACCOUNT_PORTFOLIO_TYPE_SK,DM,ACCOUNT_EVENT_FACT,MODEL_STRUCTURE,INTEGER,0
13300,ACCOUNT_PORTFOLIO_TYPE_SK,DM,RECALC_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
14218,ACCOUNT_PORTFOLIO_TYPE_SK,DM,CORR_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
14664,ACCOUNT_PORTFOLIO_TYPE_SK,DM,ACCOUNT_MTH_ADJ_FACT,MODEL_STRUCTURE,INTEGER,0
13643,ACCOUNT_RENEGOTIATED_FLG,DM,ACCOUNT_MTH_FLAGS_DIM,MODEL_STRUCTURE,NUMBER,0
14192,ACCOUNT_RENEGOTIATED_FLG,DM,ACCOUNT_FLAGS_MTH_DIM,MODEL_STRUCTURE,NUMBER,0
1765,ACCOUNT_REPAY_CASH_FLOW_ID,DDS,ACCOUNT_REPAY_CASH_FLOW,MODEL_STRUCTURE,VARCHAR2,100
1766,ACCOUNT_REPAY_CASH_FLOW_RK,DDS,ACCOUNT_REPAY_CASH_FLOW,MODEL_STRUCTURE,RAW,16
976,ACCOUNT_RISK_SEGMENTATION_SK,DM,ACCOUNT_DAILY_FACT,MODEL_STRUCTURE,INTEGER,0
1302,ACCOUNT_RISK_SEGMENTATION_SK,DM,ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
1781,ACCOUNT_RISK_SEGMENTATION_SK,DM,ACCOUNT_RISK_SEGMENTATION_DIM,MODEL_STRUCTURE,INTEGER,0
9372,ACCOUNT_RISK_SEGMENTATION_SK,DM,ACCOUNT_DAILY_FACT_OLD,MODEL_STRUCTURE,INTEGER,0
9621,ACCOUNT_RISK_SEGMENTATION_SK,DM,ACCOUNT_MTH_FACT_OLD,MODEL_STRUCTURE,INTEGER,0
13301,ACCOUNT_RISK_SEGMENTATION_SK,DM,RECALC_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
14219,ACCOUNT_RISK_SEGMENTATION_SK,DM,CORR_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,INTEGER,0
14665,ACCOUNT_RISK_SEGMENTATION_SK,DM,ACCOUNT_MTH_ADJ_FACT,MODEL_STRUCTURE,INTEGER,0
334,ACCOUNT_RK,DM,ACCOUNTING_RECON_DAILY_CALC,MODEL_STRUCTURE,RAW,16
364,ACCOUNT_RK,DDS,ACCOUNT_BALANCE,MODEL_STRUCTURE,RAW,16
385,ACCOUNT_RK,DM,ACCOUNT_BALANCE_DAILY_FACT,MODEL_STRUCTURE,RAW,16
543,ACCOUNT_RK,DM,ACCOUNT_BALANCE_MTH_FACT,MODEL_STRUCTURE,RAW,16
888,ACCOUNT_RK,DDS,ACCOUNT_BALANCE_TRANSACTION,MODEL_STRUCTURE,RAW,16
963,ACCOUNT_RK,DDS,ACCOUNT_CREDIT_ASSESSMENT,MODEL_STRUCTURE,RAW,16
977,ACCOUNT_RK,DM,ACCOUNT_DAILY_FACT,MODEL_STRUCTURE,RAW,16
1139,ACCOUNT_RK,DDS,ACCOUNT_DERIVED_BALANCE,MODEL_STRUCTURE,RAW,16
1157,ACCOUNT_RK,DM,ACCOUNT_DIM,MODEL_STRUCTURE,RAW,16
1193,ACCOUNT_RK,DDS,ACCOUNT_EVENT,MODEL_STRUCTURE,RAW,16
1227,ACCOUNT_RK,DDS,ACCOUNT_FTP_ASSIGN,MODEL_STRUCTURE,RAW,16
1240,ACCOUNT_RK,DM,ACCOUNT_INTEREST_DIM,MODEL_STRUCTURE,RAW,16
1274,ACCOUNT_RK,DDS,ACCOUNT_LIFECYCLE_DET,MODEL_STRUCTURE,RAW,16
1303,ACCOUNT_RK,DM,ACCOUNT_MTH_FACT,MODEL_STRUCTURE,RAW,16
1736,ACCOUNT_RK,DDS,ACCOUNT_NONGL_AMOUNT,MODEL_STRUCTURE,RAW,16
1747,ACCOUNT_RK,DDS,ACCOUNT_PARAMETER,MODEL_STRUCTURE,RAW,16
1757,ACCOUNT_RK,DDS,ACCOUNT_REFINANCING,MODEL_STRUCTURE,RAW,16
1767,ACCOUNT_RK,DDS,ACCOUNT_REPAY_CASH_FLOW,MODEL_STRUCTURE,RAW,16
1821,ACCOUNT_RK,DDS,ACCOUNT_X_COLLATERAL,MODEL_STRUCTURE,RAW,16
1857,ACCOUNT_RK,DM,ACCUM_ACCOUNT_DAILY_FACT,MODEL_STRUCTURE,RAW,16
1910,ACCOUNT_RK,DM,ACCUM_ACCOUNT_MTH_FACT,MODEL_STRUCTURE,RAW,16
2063,ACCOUNT_RK,DM,ALM_ACCT_REPAY_CASH_FLOW_DIM,MODEL_STRUCTURE,RAW,16
2077,ACCOUNT_RK,DM,ALM_CASH_FLOW_PHASE_DIM,MODEL_STRUCTURE,RAW,16
2105,ACCOUNT_RK,DM,ALM_DEAL_DAILY_FACT,MODEL_STRUCTURE,RAW,16
2152,ACCOUNT_RK,DM,ALM_DEAL_DIM,MODEL_STRUCTURE,RAW,16
2198,ACCOUNT_RK,DM,ALM_DEAL_MTH_FACT,MODEL_STRUCTURE,RAW,16
2320,ACCOUNT_RK,DDS,BANK_CARD,MODEL_STRUCTURE,RAW,16
2367,ACCOUNT_RK,DM,BK_GL_TRANSACTION_DAILY,MODEL_STRUCTURE,RAW,16
2549,ACCOUNT_RK,DDS,B_BANK_CARD_CONTRACT,MODEL_STRUCTURE,RAW,16
2567,ACCOUNT_RK,DDS,B_BANK_CARD_ISSUE_EVENT,MODEL_STRUCTURE,RAW,16
2748,ACCOUNT_RK,DDS,B_FACTORING_ACCOUNT,MODEL_STRUCTURE,RAW,16
2763,ACCOUNT_RK,DDS,B_FACTORING_ACCOUNT_CHNG,MODEL_STRUCTURE,RAW,16
2896,ACCOUNT_RK,DDS,B_FIN_SERVICE_X_FIN_ACCOUNT,MODEL_STRUCTURE,RAW,16
3047,ACCOUNT_RK,DDS,B_MOBILIS_TRANSACTIONS,MODEL_STRUCTURE,RAW,16
3080,ACCOUNT_RK,DDS,B_OVERDUE_INTERVALS,MODEL_STRUCTURE,RAW,16
3114,ACCOUNT_RK,DDS,B_PAYROLL_CONTRACT,MODEL_STRUCTURE,RAW,16
3228,ACCOUNT_RK,DDS,B_PROVISION,MODEL_STRUCTURE,RAW,16
3307,ACCOUNT_RK,DDS,B_STRUCTURED_DEPOSITS,MODEL_STRUCTURE,RAW,16
3324,ACCOUNT_RK,DDS,B_STRUCTURED_DEPOSITS_CHNG,MODEL_STRUCTURE,RAW,16
3419,ACCOUNT_RK,DDS,B_WRITE_OFF_EVENT,MODEL_STRUCTURE,RAW,16
3451,ACCOUNT_RK,DDS,CARD,MODEL_STRUCTURE,RAW,16
3516,ACCOUNT_RK,DDS,CARD_TRANSACTION_FTP_ASSIGN,MODEL_STRUCTURE,RAW,16
3548,ACCOUNT_RK,DDS,CASH_FLOW_PHASE,MODEL_STRUCTURE,RAW,16
